Frame,Time,Speed_kmh,Target_Speed,Steer,Throttle,Brake,State,Lane_ID,Front_Dist,L_Free,R_Free
256,12.80,5.43,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,60.34,False,False
257,12.85,5.32,5.00,-0.0016,0.00,0.00,KEEP_LANE,-1,60.27,False,False
258,12.90,5.21,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,60.19,False,False
259,12.95,5.11,5.00,-0.0015,0.00,0.00,KEEP_LANE,-1,60.12,False,False
260,13.00,5.00,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,60.05,False,False
261,13.05,4.90,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,59.98,False,False
262,13.10,4.80,5.00,-0.0011,0.07,0.00,KEEP_LANE,-1,59.92,False,False
263,13.15,4.53,5.00,-0.0016,0.41,0.00,KEEP_LANE,-1,59.85,False,False
264,13.20,4.38,5.00,-0.0010,0.62,0.00,KEEP_LANE,-1,59.79,False,False
265,13.25,4.48,5.00,-0.0014,0.56,0.00,KEEP_LANE,-1,59.73,False,False
266,13.30,4.79,5.00,-0.0011,0.27,0.00,KEEP_LANE,-1,59.66,False,False
267,13.35,5.01,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,59.60,False,False
268,13.40,5.51,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,59.52,False,False
269,13.45,5.71,5.00,-0.0018,0.00,0.00,KEEP_LANE,-1,59.44,False,False
270,13.50,5.81,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,59.36,False,False
271,13.55,5.79,5.00,-0.0019,0.00,0.00,KEEP_LANE,-1,59.28,False,False
272,13.60,5.73,5.00,-0.0016,0.00,0.00,KEEP_LANE,-1,59.20,False,False
273,13.65,5.65,5.00,-0.0018,0.00,0.00,KEEP_LANE,-1,59.12,False,False
274,13.70,5.55,5.00,-0.0015,0.00,0.00,KEEP_LANE,-1,59.05,False,False
275,13.75,5.45,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,58.97,False,False
276,13.80,5.34,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,58.90,False,False
277,13.85,5.23,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,58.82,False,False
278,13.90,5.13,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,58.75,False,False
279,13.95,5.02,5.00,-0.0015,0.00,0.00,KEEP_LANE,-1,58.68,False,False
280,14.00,4.92,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,58.61,False,False
281,14.05,4.82,5.00,-0.0014,0.05,0.00,KEEP_LANE,-1,58.54,False,False
282,14.10,4.54,5.00,-0.0008,0.39,0.00,KEEP_LANE,-1,58.48,False,False
283,14.15,4.38,5.00,-0.0013,0.61,0.00,KEEP_LANE,-1,58.42,False,False
284,14.20,4.45,5.00,-0.0008,0.58,0.00,KEEP_LANE,-1,58.36,False,False
285,14.25,4.64,5.00,-0.0012,0.42,0.00,KEEP_LANE,-1,58.29,False,False
286,14.30,5.13,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,58.22,False,False
287,14.35,5.51,5.00,-0.0018,0.00,0.00,KEEP_LANE,-1,58.15,False,False
288,14.40,5.85,5.00,-0.0016,0.00,0.00,KEEP_LANE,-1,58.07,False,False
289,14.45,5.94,5.00,-0.0018,0.00,0.00,KEEP_LANE,-1,57.99,False,False
290,14.50,5.97,5.00,-0.0016,0.00,0.00,KEEP_LANE,-1,57.91,False,False
291,14.55,5.92,5.00,-0.0018,0.00,0.00,KEEP_LANE,-1,57.82,False,False
292,14.60,5.84,5.00,-0.0015,0.00,0.00,KEEP_LANE,-1,57.74,False,False
293,14.65,5.74,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,57.66,False,False
294,14.70,5.64,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,57.58,False,False
295,14.75,5.53,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,57.50,False,False
296,14.80,5.42,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,57.43,False,False
297,14.85,5.31,5.00,-0.0016,0.00,0.00,KEEP_LANE,-1,57.35,False,False
298,14.90,5.20,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,57.28,False,False
299,14.95,5.09,5.00,-0.0015,0.00,0.00,KEEP_LANE,-1,57.21,False,False
300,15.00,4.99,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,57.14,False,False
301,15.05,4.89,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,57.07,False,False
302,15.10,4.79,5.00,-0.0010,0.09,0.00,KEEP_LANE,-1,57.01,False,False
303,15.15,4.52,5.00,-0.0015,0.43,0.00,KEEP_LANE,-1,56.94,False,False
304,15.20,4.38,5.00,-0.0009,0.62,0.00,KEEP_LANE,-1,56.88,False,False
305,15.25,4.50,5.00,-0.0013,0.54,0.00,KEEP_LANE,-1,56.82,False,False
306,15.30,4.82,5.00,-0.0011,0.24,0.00,KEEP_LANE,-1,56.75,False,False
307,15.35,5.04,5.00,-0.0018,0.00,0.00,KEEP_LANE,-1,56.68,False,False
308,15.40,5.51,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,56.61,False,False
309,15.45,5.69,5.00,-0.0018,0.00,0.00,KEEP_LANE,-1,56.53,False,False
310,15.50,5.79,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,56.45,False,False
311,15.55,5.77,5.00,-0.0019,0.00,0.00,KEEP_LANE,-1,56.37,False,False
312,15.60,5.70,5.00,-0.0016,0.00,0.00,KEEP_LANE,-1,56.29,False,False
313,15.65,5.62,5.00,-0.0018,0.00,0.00,KEEP_LANE,-1,56.21,False,False
314,15.70,5.52,5.00,-0.0015,0.00,0.00,KEEP_LANE,-1,56.14,False,False
315,15.75,5.42,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,56.06,False,False
316,15.80,5.31,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,55.99,False,False
317,15.85,5.21,5.00,-0.0017,0.00,0.00,KEEP_LANE,-1,55.91,False,False
318,15.90,5.10,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,55.84,False,False
319,15.95,5.00,5.00,-0.0015,0.00,0.00,KEEP_LANE,-1,55.77,False,False
320,16.00,4.89,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,55.70,False,False
321,16.05,4.79,5.00,-0.0014,0.08,0.00,KEEP_LANE,-1,55.64,False,False
322,16.10,4.53,5.00,-0.0008,0.42,0.00,KEEP_LANE,-1,55.57,False,False
323,16.15,4.38,5.00,-0.0013,0.62,0.00,KEEP_LANE,-1,55.51,False,False
324,16.20,4.50,5.00,-0.0009,0.54,0.00,KEEP_LANE,-1,55.45,False,False
325,16.25,4.81,5.00,-0.0010,0.25,0.00,KEEP_LANE,-1,55.38,False,False
326,16.30,5.03,5.00,-0.0003,0.00,0.00,KEEP_LANE,-1,55.32,False,False
327,16.35,5.50,5.00,-0.0002,0.00,0.00,KEEP_LANE,-1,55.24,False,False
328,16.40,5.69,5.00,-0.0000,0.00,0.00,KEEP_LANE,-1,55.16,False,False
329,16.45,5.79,5.00,-0.0001,0.00,0.00,KEEP_LANE,-1,55.08,False,False
330,16.50,5.76,5.00,0.0002,0.00,0.00,KEEP_LANE,-1,55.00,False,False
331,16.55,5.70,5.00,-0.0000,0.00,0.00,KEEP_LANE,-1,54.92,False,False
332,16.60,5.62,5.00,0.0003,0.00,0.00,KEEP_LANE,-1,54.85,False,False
333,16.65,5.52,5.00,0.0000,0.00,0.00,KEEP_LANE,-1,54.77,False,False
334,16.70,5.42,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,54.69,False,False
335,16.75,5.31,5.00,0.0001,0.00,0.00,KEEP_LANE,-1,54.62,False,False
336,16.80,5.21,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,54.54,False,False
337,16.85,5.10,5.00,0.0001,0.00,0.00,KEEP_LANE,-1,54.47,False,False
338,16.90,5.00,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,54.40,False,False
339,16.95,4.89,5.00,0.0001,0.00,0.00,KEEP_LANE,-1,54.33,False,False
340,17.00,4.79,5.00,0.0004,0.08,0.00,KEEP_LANE,-1,54.27,False,False
341,17.05,4.53,5.00,-0.0002,0.42,0.00,KEEP_LANE,-1,54.20,False,False
342,17.10,4.38,5.00,0.0004,0.62,0.00,KEEP_LANE,-1,54.14,False,False
343,17.15,4.50,5.00,-0.0001,0.54,0.00,KEEP_LANE,-1,54.08,False,False
344,17.20,4.81,5.00,0.0001,0.25,0.00,KEEP_LANE,-1,54.02,False,False
345,17.25,5.03,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,53.95,False,False
346,17.30,5.50,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,53.87,False,False
347,17.35,5.69,5.00,-0.0008,0.00,0.00,KEEP_LANE,-1,53.79,False,False
348,17.40,5.79,5.00,-0.0007,0.00,0.00,KEEP_LANE,-1,53.71,False,False
349,17.45,5.77,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,53.63,False,False
350,17.50,5.71,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,53.56,False,False
351,17.55,5.62,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,53.48,False,False
352,17.60,5.52,5.00,-0.0007,0.00,0.00,KEEP_LANE,-1,53.40,False,False
353,17.65,5.42,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,53.32,False,False
354,17.70,5.31,5.00,-0.0007,0.00,0.00,KEEP_LANE,-1,53.25,False,False
355,17.75,5.21,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,53.18,False,False
356,17.80,5.10,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,53.10,False,False
357,17.85,5.00,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,53.03,False,False
358,17.90,4.89,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,52.97,False,False
359,17.95,4.79,5.00,-0.0008,0.08,0.00,KEEP_LANE,-1,52.90,False,False
360,18.00,4.53,5.00,-0.0002,0.42,0.00,KEEP_LANE,-1,52.83,False,False
361,18.05,4.38,5.00,-0.0008,0.62,0.00,KEEP_LANE,-1,52.77,False,False
362,18.10,4.49,5.00,-0.0003,0.54,0.00,KEEP_LANE,-1,52.71,False,False
363,18.15,4.81,5.00,-0.0005,0.25,0.00,KEEP_LANE,-1,52.65,False,False
364,18.20,5.03,5.00,0.0002,0.00,0.00,KEEP_LANE,-1,52.58,False,False
365,18.25,5.50,5.00,0.0002,0.00,0.00,KEEP_LANE,-1,52.50,False,False
366,18.30,5.69,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,52.43,False,False
367,18.35,5.79,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,52.35,False,False
368,18.40,5.77,5.00,0.0006,0.00,0.00,KEEP_LANE,-1,52.27,False,False
369,18.45,5.71,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,52.19,False,False
370,18.50,5.62,5.00,0.0007,0.00,0.00,KEEP_LANE,-1,52.11,False,False
371,18.55,5.52,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,52.03,False,False
372,18.60,5.42,5.00,0.0007,0.00,0.00,KEEP_LANE,-1,51.95,False,False
373,18.65,5.31,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,51.88,False,False
374,18.70,5.21,5.00,0.0007,0.00,0.00,KEEP_LANE,-1,51.81,False,False
375,18.75,5.10,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,51.74,False,False
376,18.80,5.00,5.00,0.0007,0.00,0.00,KEEP_LANE,-1,51.67,False,False
377,18.85,4.90,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,51.60,False,False
378,18.90,4.79,5.00,0.0006,0.08,0.00,KEEP_LANE,-1,51.53,False,False
379,18.95,4.53,5.00,0.0001,0.42,0.00,KEEP_LANE,-1,51.47,False,False
380,19.00,4.38,5.00,0.0006,0.62,0.00,KEEP_LANE,-1,51.40,False,False
381,19.05,4.49,5.00,0.0001,0.55,0.00,KEEP_LANE,-1,51.34,False,False
382,19.10,4.81,5.00,0.0003,0.25,0.00,KEEP_LANE,-1,51.28,False,False
383,19.15,5.03,5.00,-0.0004,0.00,0.00,KEEP_LANE,-1,51.21,False,False
384,19.20,5.51,5.00,-0.0004,0.00,0.00,KEEP_LANE,-1,51.14,False,False
385,19.25,5.69,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,51.06,False,False
386,19.30,5.79,5.00,-0.0005,0.00,0.00,KEEP_LANE,-1,50.98,False,False
387,19.35,5.77,5.00,-0.0008,0.00,0.00,KEEP_LANE,-1,50.90,False,False
388,19.40,5.71,5.00,-0.0005,0.00,0.00,KEEP_LANE,-1,50.82,False,False
389,19.45,5.62,5.00,-0.0008,0.00,0.00,KEEP_LANE,-1,50.74,False,False
390,19.50,5.53,5.00,-0.0005,0.00,0.00,KEEP_LANE,-1,50.66,False,False
391,19.55,5.42,5.00,-0.0008,0.00,0.00,KEEP_LANE,-1,50.59,False,False
392,19.60,5.32,5.00,-0.0005,0.00,0.00,KEEP_LANE,-1,50.51,False,False
393,19.65,5.21,5.00,-0.0008,0.00,0.00,KEEP_LANE,-1,50.44,False,False
394,19.70,5.10,5.00,-0.0005,0.00,0.00,KEEP_LANE,-1,50.37,False,False
395,19.75,5.00,5.00,-0.0008,0.00,0.00,KEEP_LANE,-1,50.30,False,False
396,19.80,4.90,5.00,-0.0005,0.00,0.00,KEEP_LANE,-1,50.23,False,False
397,19.85,4.80,5.00,-0.0007,0.08,0.00,KEEP_LANE,-1,50.16,False,False
398,19.90,4.53,5.00,-0.0001,0.41,0.00,KEEP_LANE,-1,50.10,False,False
399,19.95,4.38,5.00,-0.0007,0.62,0.00,KEEP_LANE,-1,50.04,False,False
400,20.00,4.49,5.00,-0.0002,0.55,0.00,KEEP_LANE,-1,49.97,False,False
401,20.05,4.80,5.00,-0.0004,0.26,0.00,KEEP_LANE,-1,49.91,False,False
402,20.10,5.02,5.00,0.0003,0.00,0.00,KEEP_LANE,-1,49.84,False,False
403,20.15,5.50,5.00,0.0003,0.00,0.00,KEEP_LANE,-1,49.77,False,False
404,20.20,5.69,5.00,0.0005,0.00,0.00,KEEP_LANE,-1,49.69,False,False
405,20.25,5.80,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,49.61,False,False
406,20.30,5.77,5.00,0.0007,0.00,0.00,KEEP_LANE,-1,49.53,False,False
407,20.35,5.71,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,49.45,False,False
408,20.40,5.63,5.00,0.0007,0.00,0.00,KEEP_LANE,-1,49.37,False,False
409,20.45,5.53,5.00,0.0005,0.00,0.00,KEEP_LANE,-1,49.29,False,False
410,20.50,5.43,5.00,0.0008,0.00,0.00,KEEP_LANE,-1,49.22,False,False
411,20.55,5.32,5.00,0.0005,0.00,0.00,KEEP_LANE,-1,49.14,False,False
412,20.60,5.21,5.00,0.0008,0.00,0.00,KEEP_LANE,-1,49.07,False,False
413,20.65,5.11,5.00,0.0005,0.00,0.00,KEEP_LANE,-1,49.00,False,False
414,20.70,5.00,5.00,0.0007,0.00,0.00,KEEP_LANE,-1,48.93,False,False
415,20.75,4.90,5.00,0.0004,0.00,0.00,KEEP_LANE,-1,48.86,False,False
416,20.80,4.80,5.00,0.0007,0.07,0.00,KEEP_LANE,-1,48.79,False,False
417,20.85,4.53,5.00,0.0001,0.41,0.00,KEEP_LANE,-1,48.73,False,False
418,20.90,4.38,5.00,0.0007,0.61,0.00,KEEP_LANE,-1,48.67,False,False
419,20.95,4.48,5.00,0.0002,0.55,0.00,KEEP_LANE,-1,48.60,False,False
420,21.00,4.81,5.00,0.0003,0.25,0.00,KEEP_LANE,-1,48.54,False,False
421,21.05,5.08,5.00,-0.0004,0.00,0.00,KEEP_LANE,-1,48.47,False,False
422,21.10,5.61,5.00,-0.0003,0.00,0.00,KEEP_LANE,-1,48.40,False,False
423,21.15,5.82,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,48.32,False,False
424,21.20,5.90,5.00,-0.0003,0.00,0.00,KEEP_LANE,-1,48.23,False,False
425,21.25,5.89,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,48.15,False,False
426,21.30,5.83,5.00,-0.0003,0.00,0.00,KEEP_LANE,-1,48.07,False,False
427,21.35,5.74,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,47.99,False,False
428,21.40,5.64,5.00,-0.0004,0.00,0.00,KEEP_LANE,-1,47.91,False,False
429,21.45,5.54,5.00,-0.0007,0.00,0.00,KEEP_LANE,-1,47.83,False,False
430,21.50,5.43,5.00,-0.0004,0.00,0.00,KEEP_LANE,-1,47.76,False,False
431,21.55,5.32,5.00,-0.0007,0.00,0.00,KEEP_LANE,-1,47.68,False,False
432,21.60,5.21,5.00,-0.0004,0.00,0.00,KEEP_LANE,-1,47.61,False,False
433,21.65,5.10,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,47.54,False,False
434,21.70,5.00,5.00,-0.0003,0.00,0.00,KEEP_LANE,-1,47.47,False,False
435,21.75,4.90,5.00,-0.0006,0.00,0.00,KEEP_LANE,-1,47.40,False,False
436,21.80,4.80,5.00,-0.0003,0.07,0.00,KEEP_LANE,-1,47.33,False,False
437,21.85,4.53,5.00,-0.0008,0.41,0.00,KEEP_LANE,-1,47.27,False,False
438,21.90,4.38,5.00,-0.0003,0.62,0.00,KEEP_LANE,-1,47.21,False,False
439,21.95,4.48,5.00,-0.0007,0.55,0.00,KEEP_LANE,-1,47.15,False,False
440,22.00,4.79,5.00,-0.0005,0.26,0.00,KEEP_LANE,-1,47.08,False,False
441,22.05,5.02,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,47.01,False,False
442,22.10,5.51,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,46.94,False,False
443,22.15,5.70,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,46.86,False,False
444,22.20,5.80,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,46.78,False,False
445,22.25,5.78,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,46.70,False,False
446,22.30,5.72,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,46.62,False,False
447,22.35,5.64,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,46.54,False,False
448,22.40,5.54,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,46.46,False,False
449,22.45,5.44,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,46.39,False,False
450,22.50,5.33,5.00,-0.0010,0.00,0.00,KEEP_LANE,-1,46.31,False,False
451,22.55,5.22,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,46.24,False,False
452,22.60,5.12,5.00,-0.0010,0.00,0.00,KEEP_LANE,-1,46.17,False,False
453,22.65,5.01,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,46.10,False,False
454,22.70,4.91,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,46.03,False,False
455,22.75,4.81,5.00,-0.0011,0.06,0.00,KEEP_LANE,-1,45.96,False,False
456,22.80,4.54,5.00,-0.0005,0.40,0.00,KEEP_LANE,-1,45.90,False,False
457,22.85,4.38,5.00,-0.0011,0.61,0.00,KEEP_LANE,-1,45.84,False,False
458,22.90,4.47,5.00,-0.0006,0.57,0.00,KEEP_LANE,-1,45.78,False,False
459,22.95,4.73,5.00,-0.0008,0.33,0.00,KEEP_LANE,-1,45.71,False,False
460,23.00,5.14,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,45.64,False,False
461,23.05,5.46,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,45.57,False,False
462,23.10,5.76,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,45.49,False,False
463,23.15,5.82,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,45.41,False,False
464,23.20,5.83,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,45.33,False,False
465,23.25,5.78,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,45.25,False,False
466,23.30,5.70,5.00,-0.0010,0.00,0.00,KEEP_LANE,-1,45.17,False,False
467,23.35,5.60,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,45.09,False,False
468,23.40,5.50,5.00,-0.0010,0.00,0.00,KEEP_LANE,-1,45.01,False,False
469,23.45,5.39,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,44.94,False,False
470,23.50,5.28,5.00,-0.0010,0.00,0.00,KEEP_LANE,-1,44.86,False,False
471,23.55,5.17,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,44.79,False,False
472,23.60,5.07,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,44.72,False,False
473,23.65,4.97,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,44.65,False,False
474,23.70,4.86,5.00,-0.0008,0.00,0.00,KEEP_LANE,-1,44.58,False,False
475,23.75,4.76,5.00,-0.0011,0.13,0.00,KEEP_LANE,-1,44.52,False,False
476,23.80,4.50,5.00,-0.0005,0.46,0.00,KEEP_LANE,-1,44.45,False,False
477,23.85,4.38,5.00,-0.0010,0.63,0.00,KEEP_LANE,-1,44.39,False,False
478,23.90,4.58,5.00,-0.0006,0.47,0.00,KEEP_LANE,-1,44.33,False,False
479,23.95,4.75,5.00,-0.0010,0.32,0.00,KEEP_LANE,-1,44.26,True,False
480,24.00,5.16,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,44.19,True,False
481,24.05,5.49,5.00,-0.0016,0.00,0.00,KEEP_LANE,-1,44.12,True,False
482,24.10,5.77,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,44.04,True,False
483,24.15,5.83,5.00,-0.0016,0.00,0.00,KEEP_LANE,-1,43.96,True,False
484,24.20,5.84,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,43.88,True,False
485,24.25,5.78,5.00,-0.0015,0.00,0.00,KEEP_LANE,-1,43.80,True,False
486,24.30,5.70,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,43.72,True,False
487,24.35,5.60,5.00,-0.0015,0.00,0.00,KEEP_LANE,-1,43.64,True,False
488,24.40,5.49,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,43.56,True,False
489,24.45,5.38,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,43.49,True,False
490,24.50,5.26,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,43.41,True,False
491,24.55,5.15,5.00,-0.0014,0.00,0.00,KEEP_LANE,-1,43.34,True,False
492,24.60,5.03,5.00,-0.0010,0.00,0.00,KEEP_LANE,-1,43.27,True,False
493,24.65,4.91,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,43.20,True,False
494,24.70,4.78,5.00,-0.0009,0.07,0.00,KEEP_LANE,-1,43.13,True,False
495,24.75,4.47,5.00,-0.0014,0.45,0.00,KEEP_LANE,-1,43.07,True,False
496,24.80,4.29,5.00,-0.0008,0.70,0.00,KEEP_LANE,-1,43.01,True,False
497,24.85,4.31,5.00,-0.0010,0.74,0.00,KEEP_LANE,-1,42.95,True,False
498,24.90,4.82,5.00,-0.0013,0.23,0.00,KEEP_LANE,-1,42.89,True,False
499,24.95,5.17,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,42.82,True,False
500,25.00,5.74,5.00,-0.0013,0.00,0.00,KEEP_LANE,-1,42.74,True,False
501,25.05,5.93,5.00,-0.0012,0.00,0.00,KEEP_LANE,-1,42.66,False,False
502,25.10,6.03,5.00,-0.0011,0.00,0.00,KEEP_LANE,-1,42.57,False,False
503,25.15,6.00,5.00,-0.0010,0.00,0.00,KEEP_LANE,-1,42.49,False,False
504,25.20,5.96,5.00,-0.0010,0.00,0.00,KEEP_LANE,-1,42.41,False,False
505,25.25,5.79,5.00,-0.0010,0.00,0.00,KEEP_LANE,-1,42.32,False,False
506,25.30,5.65,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,42.24,False,False
507,25.35,5.47,5.00,-0.0009,0.00,0.00,KEEP_LANE,-1,42.17,False,False
508,25.40,5.37,5.00,-1.0000,0.00,0.00,KEEP_LANE,-1,42.09,False,False
